intent,text,response
velayet_hakki,"Çocuğun velayeti, eğitimini aksatan veya ders başarısızlığına neden olan ebeveynden alınabilir mi? ","Evet, çocuğun eğitimi, velayet hakkının en önemli unsurlarından biridir. Eğer velayet sahibi ebeveynin tutum ve davranışları, çocuğun eğitim hayatını ciddi şekilde aksatıyor, ders başarısızlığına yol açıyor ve bu durum çocuğun geleceğini olumsuz etkiliyorsa, bu durum çocuğun üstün menfaatine aykırı görülebilir. Diğer ebeveyn, bu durumu delillerle (okul raporları, öğretmen beyanları vb.) ispatlayarak velayetin değiştirilmesi davası açabilir. Mahkeme, pedagog veya psikolog raporlarıyla durumu değerlendirir ve çocuğun eğitim hakkının korunması için velayeti değiştirebilir. Kaynak: Türk Medeni Kanunu (TMK) m. 349 ve Yargıtay içtihatları. "
velayet_hakki,"Velayet hakkı, ebeveynlerden birinin yurt dışında sürekli yaşaması veya çalışma izninin bulunmaması nedeniyle kısıtlanabilir mi? ","Velayet hakkı, ebeveynin yurt dışında yaşaması nedeniyle kendiliğinden kısıtlanmaz. Ancak, yurt dışındaki yaşam koşulları, ebeveynin çocuğun bakımı, eğitimi ve gelişimine yeterince katkıda bulunmasını engelleyecek boyutta ise veya çocuğun diğer ebeveyniyle kişisel ilişkisini ciddi şekilde sekteye uğratacaksa, bu durum velayetin değiştirilmesi veya kişisel ilişkinin yeniden düzenlenmesi davasına konu olabilir. Özellikle çalışma izninin olmaması, çocuğun temel ihtiyaçlarının karşılanmasında sıkıntı yaratabilecek bir durum olarak değerlendirilebilir. Mahkeme, yine çocuğun üstün menfaatini en ön planda tutarak karar verir. Kaynak: Türk Medeni Kanunu (TMK) m. 349. "
velayet_hakki,Çocuğa yönelik ihmal veya istismar iddiaları nedeniyle velayet geçici olarak başka birine veya devlete verilebilir mi? Bu süreçte ebeveynin hakları nelerdir? ,"Evet, çocuğa yönelik ihmal veya istismar iddiaları ciddi bulunduğunda, mahkeme veya ilgili idari birimler (Aile ve Sosyal Hizmetler Bakanlığı) tarafından geçici tedbirler alınabilir. Bu durumda, çocuğun korunması amacıyla velayet geçici olarak kaldırılıp bir kuruma veya uygun görülen başka bir kişiye (örneğin bir akrabasına) verilebilir. Bu süreçte ebeveynin de yasal hakları vardır: İddialara itiraz etme, savunma yapma, delil sunma ve çocuğun menfaatinin korunması amacıyla mahkemeye başvurma hakkı bulunur. Geçici tedbirler, durumun ciddiyetine göre uzatılabilir veya kaldırılabilir. Nihai karar, detaylı bir araştırma ve raporlama sonrasında verilir. Kaynak: Türk Medeni Kanunu (TMK) m. 347, 348 ve 5395 sayılı Çocuk Koruma Kanunu. "
velayet_hakki,"Velayet hakkı kendisine bırakılan ebeveynin, çocuğu diğer ebeveyne karşı kışkırtması (""parental alienation"") veya görüşme haklarını engellemesi durumunda hukuki yaptırımlar neler olabilir? ","Bu durum, ""parental alienation"" (ebeveyni yabancılaştırma sendromu) olarak da bilinen ve Türk hukukunda da Yargıtay içtihatlarıyla kabul gören ciddi bir velayet ihlalidir. Velayet sahibi ebeveynin çocuğu diğer ebeveyne karşı kışkırtması veya kişisel ilişkiyi engellemesi durumunda:
Kişisel İlişkinin İcrası: Öncelikle mahkeme kararı ile belirlenen kişisel ilişkinin yerine getirilmesi için icra takibi başlatılabilir.
Tazyik Hapsi: Mahkeme kararına uymayan velayet sahibi ebeveyn hakkında ""çocuğun teslimine dair ilamın yerine getirilmemesi"" nedeniyle tazyik hapsi uygulanabilir (3 ila 10 gün).
Velayetin Değiştirilmesi Davası: En önemlisi, velayet sahibi ebeveynin bu tür davranışları, velayet görevinin kötüye kullanılması olarak kabul edilir ve çocuğun üstün menfaatine aykırı olduğu için diğer ebeveyn tarafından velayetin değiştirilmesi davası açılmasına neden olabilir. Mahkeme, bu davranışı velayet hakkının ihlali ve çocuğun ruh sağlığını olumsuz etkileyen bir durum olarak değerlendirerek velayeti değiştirebilir. Kaynak: Türk Medeni Kanunu (TMK) m. 325, 349, İcra ve İflas Kanunu (İİK) m. 341 ve Yargıtay içtihatları.
"
tuketici_iade,"Satıcı, iade edilen ürünün orijinal ambalajını açılmış olması veya ambalajının hasar görmesi nedeniyle iadeyi reddedebilir mi? ","Tüketici Kanunu'na göre, cayma hakkı kullanıldığında ürünün orijinal ambalajının açılmış olması, tek başına iadeyi reddetmek için geçerli bir sebep değildir. Tüketici, ürünü makul bir şekilde incelemek için ambalajını açma hakkına sahiptir. Ancak, eğer ambalajın kendisi ürünün ayrılmaz bir parçası ise veya ürünün tekrar satılabilirliğini ciddi şekilde etkiliyorsa (örneğin, jelatinli bir yazılım, tek kullanımlık hijyen ürünleri, mühürlü CD/DVD'ler), bu durumda iade reddedilebilir. Tüketici, ürünü ve ambalajını tekrar satılabilir durumda tutmakla yükümlüdür. Ambalajın özensizce hasar görmesi veya faturanın kaybolması da satıcıya iadeyi reddetme hakkı verebilir. Kaynak: 6502 sayılı Tüketicinin Korunması Hakkında Kanun (TKHK) m. 48/5 ve Mesafeli Sözleşmeler Yönetmeliği m. 15. "
tuketici_iade,Özel dikim veya kişiye özel üretilen ürünlerde cayma hakkı kullanılabilir mi? ,"Hayır, Mesafeli Sözleşmeler Yönetmeliği'ne göre, tüketicinin istekleri veya kişisel ihtiyaçları doğrultusunda hazırlanan ürünlerde cayma hakkı kullanılamaz. Örneğin, özel ölçülerde dikilmiş bir takım elbise, isim yazılı bir ürün veya tüketicinin belirlediği özelliklerde üretilen bir mobilya bu kapsama girer. Bu tür ürünler, sipariş üzerine üretildiği ve başka bir tüketiciye satılması mümkün olmadığı için cayma hakkının istisnaları arasındadır. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 15/1-b. "
tuketici_iade,"Bir ürün ayıplı çıktığında, tüketici direkt para iadesi isteyebilir mi, yoksa önce tamir veya değişim mi talep etmek zorundadır? ","Tüketici, ayıplı bir ürün satın aldığında, seçimlik haklara sahiptir. Bu haklar arasında, ürünün tamiri, misliyle değişimi, ayıp oranında indirim yapılması veya sözleşmeden dönerek bedel iadesi (para iadesi) bulunur. Tüketici Kanunu, tüketicinin bu haklardan istediğini seçme özgürlüğü olduğunu belirtir. Ancak, eğer seçilen hak (örneğin para iadesi) satıcı için orantısız bir maliyet doğuracaksa (örneğin, basit bir arızanın tamiri mümkünken tüm ürünün bedelini iade etmek), satıcı diğer seçimlik haklardan birini önerebilir. Fakat genel kural, tüketicinin seçimlik hakkının olduğudur. Kaynak: 6502 sayılı Tüketicinin Korunması Hakkında Kanun (TKHK) m. 11. "
tuketici_iade,"Tüketici, bir ürünü kredi kartıyla taksitle aldıysa ve iade ettiyse, para iadesi taksitler halinde mi yapılır, yoksa tek seferde mi iade edilmek zorundadır? ","Tüketici, bir ürünü kredi kartıyla taksitle alıp cayma hakkını kullandığında, satıcının veya sağlayıcının, tahsil ettiği bedeli tek seferde iade etmesi gerekir. Tüketici Kanunu ve Mesafeli Sözleşmeler Yönetmeliği, satıcının, tüketiciye tahsil ettiği tüm bedelleri iade etme yükümlülüğünü getirir. Banka ile tüketici arasındaki taksit ilişkisi satıcıyı bağlamaz; satıcı, bankaya ödenen tutarı iade ettiğinde, banka da bu tutarı tüketicinin kartına tek seferde iade etmelidir. Taksitlerin banka tarafından nasıl kapatılacağı, tüketicinin banka sözleşmesiyle ilgilidir. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 14/1. "
tuketici_iade,"Online eğitim, e-kitap veya yazılım gibi dijital ürünlerde cayma hakkı kullanılabilir mi? ","Mesafeli Sözleşmeler Yönetmeliği'ne göre, dijital içeriklerin teslimine başlandıktan veya tüketici tarafından indirilmeye/erişilmeye başlandıktan sonra cayma hakkı kullanılamaz. Yani, bir e-kitabı indirdiğinizde, bir online eğitim kursuna erişim sağlayıp dersleri izlemeye başladığınızda veya bir yazılımı etkinleştirdiğinizde, cayma hakkınız sona erer. Bu ürünlerin doğası gereği, bir kez tüketildiğinde veya kopyalandığında iadesi mümkün değildir. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 15/1-ğ. "
tuketici_iade,"Satıcı, iade sürecinde kargo ücretini tüketiciye yansıtabilir mi, hangi durumlarda yansıtabilir? ","Cayma hakkının kullanılması durumunda, iade kargo ücreti kural olarak satıcıya aittir. Tüketici Kanunu ve Mesafeli Sözleşmeler Yönetmeliği, cayma hakkı kapsamında malın iadesi için tüketiciden herhangi bir masraf talep edilemeyeceğini belirtir. Ancak, satıcının belirlediği anlaşmalı kargo firması dışında bir kargo firmasıyla gönderim yapılırsa, bu durumda oluşacak ek masraflardan tüketici sorumlu olabilir. Ayıplı ürün iadelerinde ise kargo ücreti kesinlikle satıcıya aittir. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 14/2. "
tuketici_iade,"Yurt dışından online olarak satın alınan bir ürünün Türkiye'de iadesi konusunda Türk Tüketici Kanunu uygulanır mı, yoksa satıcının bulunduğu ülkenin kanunu mu esas alınır? ","Yurt dışından online alışverişlerde, genellikle satıcının ve alıcının ulusal hukukları çelişebilir. Ancak, Avrupa Birliği ülkelerinden yapılan alışverişlerde, AB'nin tüketici hakları direktifleri gereği, eğer satıcı Türkiye'ye yönelik satış yapıyorsa veya Türkiye'deki tüketicilere açıkça hitap ediyorsa, Türk Tüketici Kanunu'nun tüketiciyi koruyucu hükümleri uygulanabilir. Diğer durumlarda ise Milletlerarası Özel Hukuk kuralları devreye girer. Genellikle, tüketicinin lehine olan hukukun uygulanması eğilimi vardır. Ancak, pratik sorunlar (yargı yetkisi, icra takibi) nedeniyle bu tür durumlarda hak arama süreci daha karmaşık olabilir. Kaynak: Milletlerarası Özel Hukuk ve Usul Hukuku Hakkında Kanun (MÖHUK) ve Yargıtay içtihatları. "
tuketici_iade,"İade edilen bir ürünün, tüketici tarafından 'kullanılmış' olması halinde, bu durum nasıl değerlendirilir ve iade hakkı tamamen kaybolur mu? ","Tüketicinin, cayma hakkı süresi içinde ürünü basitçe deneme veya inceleme hakkı vardır; bu, ürünü kullanmak anlamına gelmez. Eğer ürün, kullanım amacına uygun olmayan bir şekilde kullanılmışsa veya normal bir denemenin ötesinde bir kullanıma tabi tutulmuş ve bu nedenle değer kaybına uğramışsa, tüketici bu değer kaybından sorumlu tutulabilir. Bu durumda, satıcı, iade edilecek bedelden bu değer kaybı oranında kesinti yapabilir. Ancak, ürünün tamamen kullanılamaz hale gelmesi veya aşırı derecede hasar görmesi halinde iade hakkı tamamen kaybedilebilir. Değer kaybının ispat yükü satıcıdadır. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 14/3. "
tuketici_iade,"Tüketici, bir mağazadan indirimli veya teşhir ürünü satın aldığında, bu ürünlerde de cayma veya ayıp halinde iade hakkı var mıdır? ","Evet, indirimli veya teşhir ürünleri de diğer ürünler gibi Türk Tüketici Kanunu kapsamındadır. Ancak, eğer indirim nedeni veya teşhir durumundaki ayıp, tüketiciye satış anında açıkça bildirilmiş ve tüketici tarafından kabul edilmişse, bu özel ayıplar için daha sonra ""ayıplı ürün"" iddiasıyla iade veya değişim talep edilemez. Örneğin, ""ezik olduğu için indirimli"" satılan bir ürünün ezik olmasından dolayı iadesi istenemez. Ancak, bu ürünlerde, söz konusu indirim nedeninden bağımsız olarak sonradan ortaya çıkan başka bir ayıp varsa veya ürün mesafeli satışla alındıysa (cayma hakkı kapsamında), tüketici yasal haklarını kullanabilir. Mağazadan fiziki olarak alınan ürünlerde ise cayma hakkı bulunmaz, sadece ayıplı ürün iadesi mümkündür. Kaynak: 6502 sayılı Tüketicinin Korunması Hakkında Kanun (TKHK) m. 8, 11. "
tuketici_iade,"Tüketici, iade başvurusunu cayma hakkı süresi içinde yapsa bile, ürünü satıcıya gecikmeli olarak göndermesi durumunda iade hakkı kaybolur mu? ","Mesafeli Sözleşmeler Yönetmeliği'ne göre, tüketici cayma hakkını kullandığına dair bildirimi (yazılı veya kalıcı veri saklayıcısıyla) 14 gün içinde yaptıktan sonra, ürünü 10 gün içinde satıcıya geri göndermek zorundadır. Eğer tüketici, cayma bildirimini süresinde yapmasına rağmen, ürünü bu 10 günlük ek süre içinde satıcıya geri göndermezse, cayma hakkını kullanmamış sayılır ve iade hakkı kaybolur. Bu, tüketicinin bildirim ve teslim yükümlülüğünü birlikte yerine getirmesi gerektiğini gösterir. Kaynak: Mesafeli Sözleşmeler Yönetmeliği m. 12/2 ve m. 13/1.
"
tuketici_iade,"Bir ürünün garanti süresi içinde arızalanması ve birden fazla kez tamir görmesine rağmen arızasının giderilememesi durumunda, tüketici ne gibi haklara sahip olur? ","Tüketici Kanunu'na göre, garanti süresi içinde bir ürünün aynı arızayı birden fazla tekrarlaması veya farklı arızaların ürünün esaslı niteliğini bozması halinde, tüketiciye önemli haklar tanınır. Genellikle, ürünün bir yıl içinde ikiden fazla veya belirlenen garanti süresi içinde dörtten fazla tamir görmesine rağmen arızanın devam etmesi durumunda, tüketici;
Sözleşmeden dönerek bedel iadesi (para iadesi),
Ayıp oranında indirim,
Ürünün misliyle değişimi (yenisiyle değişim) haklarından birini seçebilir. Bu durumda satıcı veya yetkili servis, tüketicinin tercih ettiği hakkı yerine getirmek zorundadır. Kaynak: 6502 sayılı Tüketicinin Korunması Hakkında Kanun (TKHK) m. 11 ve Satış Sonrası Hizmetler Yönetmeliği m. 11/b.
"
tuketici_iade,"Kurumsal bir şirket (tüzel kişi) tarafından yapılan alımlarda da tüketici iade hakları (cayma hakkı, ayıplı ürün iadesi vb.) geçerli midir? ","Hayır, Türk Tüketici Kanunu'nun temelinde ""tüketici"" tanımı, ticari veya mesleki olmayan amaçlarla hareket eden gerçek veya tüzel kişileri kapsar. Bu nedenle, bir şirket (tüzel kişi) kendi ticari veya mesleki faaliyetleri kapsamında bir ürün satın aldığında, bu alım tüketici işlemi sayılmaz. Dolayısıyla, 6502 sayılı Tüketicinin Korunması Hakkında Kanun'da belirtilen cayma hakkı, özel garanti koşulları veya Tüketici Hakem Heyetleri'ne başvuru gibi haklardan yararlanamazlar. Bu tür alımlarda taraflar arasındaki ilişki genellikle Türk Ticaret Kanunu veya Türk Borçlar Kanunu hükümlerine tabidir ve iade koşulları genellikle satıcının ticari politikaları veya taraflar arasındaki sözleşmeyle belirlenir. Kaynak: 6502 sayılı Tüketicinin Korunması Hakkında Kanun (TKHK) m. 3/k (Tüketici Tanımı) "
miras,"Miras Bırakanın Dijital Mirası (Sosyal Medya Hesapları, E-postalar, Kripto Paralar vb.) Yasal Mirasçılara Nasıl Geçer ve Yönetimi Nasıldır? ","Türk Medeni Kanunu'nda dijital miras doğrudan düzenlenmemiştir. Ancak Yargıtay kararları ve doktrin, dijital varlıkları miras bırakanın malvarlığının bir parçası olarak kabul etmektedir. Mirasçılar, miras bırakanın dijital hesaplarına erişim için servis sağlayıcılarla iletişime geçmelidir. Kullanıcı sözleşmelerine ve ilgili platformların politikalarına göre erişim sağlanabilir. Kripto paralar gibi maddi değeri olan dijital varlıklar, şifrelerin veya özel anahtarların bilinmesi durumunda mirasçılara geçer. Şifrelerin veya erişim bilgilerinin bilinmemesi durumunda ise bu varlıklara erişim oldukça zor veya imkansız olabilir. Miras bırakanın vasiyetnamesinde veya miras sözleşmesinde dijital varlıklarına ilişkin açık talimatlar bırakması, mirasçılar için süreci kolaylaştırır. "
miras,"Miras Bırakanın Borçları, Terekeyi (Miras Malvarlığını) Aştığında Mirasçılar Bu Borçlardan Şahsen Sorumlu Olur mu ve Bu Durumdan Nasıl Korunabilirler? ","Kural olarak, mirasçılar miras bırakanın borçlarından miras hisseleri oranında şahsen ve tüm malvarlıklarıyla sorumludur. Ancak mirasçılar, terekenin borca batık olduğunu düşündüklerinde kendilerini bu kişisel sorumluluktan korumak için üç seçeneğe sahiptir:
Mirasın Reddi (Hükmen Ret): Miras bırakanın ölümü anında borçları, aktiflerinden fazlaysa, miras, mirasçılar tarafından reddedilmemiş olsa bile hükmen reddedilmiş sayılır. Mirasçılar, mirasın reddini üç aylık süre içinde beyan edebilirler.
Mirasın Resmen Tasfiyesi: Mirasçılardan birinin talebi üzerine miras, mahkeme kararıyla resmen tasfiye edilebilir. Bu durumda mirasçılar, borçlardan tereke mallarıyla sınırlı sorumlu olurlar.
Defter Tutma (Resmi Defter Tutma): Mirasçılar, üç ay içinde terekenin resmi defterinin tutulmasını isteyebilirler. Defterin tutulmasından sonra mirasçılar, sadece deftere yazılan borçlardan sorumlu olurlar. Kaynak: Türk Medeni Kanunu (TMK) m. 605, 617-630.
"
